trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
491,False,"{'a': 0.015, 'e': 0.007372488331368012}",35,20,25.369387844338526,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.015, 'e': 0.007299130846788583}",20,8,19.179855846002017,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.015, 'e': 0.0072265032813764625}",25,14,20.684116341000493,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.015, 'e': 0.007154598372314579}",25,3,34.58596296782267,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.015, 'e': 0.0070834089290521185}",20,12,15.142620827837288,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.015, 'e': 0.007012927832585425}",20,10,17.5929783489832,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.015, 'e': 0.0069431480347461145}",20,13,14.613144805042023,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.015, 'e': 0.006874062557496248}",25,0,41.088732006426284,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
499,False,"{'a': 0.015, 'e': 0.006805664492230543}",20,16,8.550876880193485,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.015, 'e': 0.006737946999085467}",30,21,18.580074718460054,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.015, 'e': 0.006670903306255274}",25,6,32.17227371395313,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.015, 'e': 0.006604526709314805}",20,11,17.56744912967101,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.015, 'e': 0.006538810570549064}",25,2,34.158675240503264,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.015, 'e': 0.006473748318289405}",25,18,11.090654307256829,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.015, 'e': 0.006409333446256383}",25,8,26.5711682600259,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.015, 'e': 0.00634555951290911}",25,8,30.3291445779938,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.015, 'e': 0.006282420140801118}",35,18,31.16763335279448,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.015, 'e': 0.006219909015942573}",20,13,13.453306071105064,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.015, 'e': 0.006158019887168897}",25,18,11.753730257012144,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.015, 'e': 0.006096746565515633}",30,24,12.730066198781854,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.015, 'e': 0.006036082923599565}",20,3,29.692203916778034,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.015, 'e': 0.005976022895005943}",35,16,33.19727815807459,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.015, 'e': 0.005916560473681857}",25,12,21.776655758253444,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.015, 'e': 0.0058576897133356225}",20,7,19.411804981100083,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.015, 'e': 0.005799404726842141}",30,24,10.525473539334207,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.015, 'e': 0.005741699685654202}",25,5,32.657867425962216,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.015, 'e': 0.005684568819219595}",20,3,27.569381662938987,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.015, 'e': 0.005628006414404065}",25,15,20.703970552310267,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.015, 'e': 0.005572006814919993}",25,17,17.37874955619831,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.015, 'e': 0.0055165644207607716}",20,12,15.962334017955696,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.015, 'e': 0.005461673687640779}",25,15,20.991329396345748,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.015, 'e': 0.00540732912644096}",20,9,21.15475531034955,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.015, 'e': 0.005353525302659903}",25,16,16.522625916685154,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.015, 'e': 0.005300256835870402}",30,24,12.312782993920536,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.015, 'e': 0.005247518399181385}",20,12,15.146307021154787,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.015, 'e': 0.005195304718705231}",30,13,29.169783992581007,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.015, 'e': 0.005143610573030379}",30,16,21.975301632758605,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.015, 'e': 0.00509243079269919}",20,13,12.84957091966589,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.015, 'e': 0.005041760259690979}",20,3,24.054802000290938,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.015, 'e': 0.004991593906910217}",25,9,24.998908185057996,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.015, 'e': 0.004941926717679818}",30,11,29.899488424842342,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.015, 'e': 0.004892753725239476}",25,10,25.039049386622004,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.015, 'e': 0.004844070012248967}",25,8,28.52135501907802,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.015, 'e': 0.004795870710296421}",20,15,9.843209238891646,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.015, 'e': 0.004748150999411473}",20,7,20.276640702811118,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.015, 'e': 0.004700906107583276}",20,5,22.44087069397684,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.015, 'e': 0.004654131310283272}",30,8,36.026056584650796,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.015, 'e': 0.004607821929992752}",35,13,41.320228437465936,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.015, 'e': 0.004561973335735096}",25,19,14.728286639051774,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.015, 'e': 0.004516580942612666}",25,19,11.858890089974393,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.015, 'e': 0.004471640211348332}",20,14,12.051999700396413,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.015, 'e': 0.004427146647831511}",25,9,27.646116587733164,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.015, 'e': 0.004383095802668776}",20,8,20.147608090887015,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.015, 'e': 0.004339483270738895}",25,17,13.907144559669893,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.015, 'e': 0.00429630469075234}",30,16,25.290339236477568,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.015, 'e': 0.004253555744815125}",35,23,23.242674461258098,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.015, 'e': 0.004211232157997035}",20,14,14.952747529628533,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.015, 'e': 0.0041693296979041115}",25,12,24.866903452942374,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.015, 'e': 0.004127844174255436}",30,15,30.515746417058267,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.015, 'e': 0.004086771438464067}",25,8,31.136124955090445,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.015, 'e': 0.004046107383222199}",25,14,21.734896353184144,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.015, 'e': 0.004005847942090417}",25,7,30.47028518781842,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.015, 'e': 0.003965989089091065}",25,10,26.645321707889305,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.015, 'e': 0.003926526838305624}",20,13,12.926190371732526,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.015, 'e': 0.0038874572434761303}",25,19,12.187692220148229,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.015, 'e': 0.0038487763976105395}",30,20,19.714499714394,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.015, 'e': 0.003810480432592037}",20,11,15.806799307929236,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.015, 'e': 0.0037725655187922052}",20,7,22.67996449137124,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.015, 'e': 0.0037350278646880674}",25,11,24.639087292730807,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.015, 'e': 0.003697863716482929}",30,24,10.753180418222174,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.015, 'e': 0.0036610693577310053}",25,20,11.150707950084398,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.015, 'e': 0.0036246411089657558}",25,7,32.422638480050885,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.015, 'e': 0.0035885753273319477}",25,10,28.46883828418351,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.015, 'e': 0.003552868406221362}",20,13,15.20302680259742,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.015, 'e': 0.0035175167749121284}",20,16,6.322897885661179,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.015, 'e': 0.003482516898211663}",20,16,8.425984008110705,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.015, 'e': 0.0034478652761031265}",30,18,17.759796882759517,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.015, 'e': 0.0034135584433954303}",20,3,29.910025533106793,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.015, 'e': 0.0033795929693767124}",20,14,7.323647802373676,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.015, 'e': 0.003345965457471272}",20,0,31.97633939596774,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.015, 'e': 0.0033126725448998926}",20,16,9.207523876373244,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.015, 'e': 0.003279710902343573}",20,15,9.965646310832629,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.015, 'e': 0.0032470772336105863}",20,16,8.713686137351331,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.015, 'e': 0.00321476827530687}",30,19,23.992443314507888,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.015, 'e': 0.003182780796509667}",20,3,28.985154350993668,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.015, 'e': 0.0031511115984444414}",20,8,19.698518824980017,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.015, 'e': 0.003119757514164992}",20,13,12.565953005519418,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.015, 'e': 0.0030887154082367687}",25,7,31.97685965961935,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.015, 'e': 0.0030579821764233073}",20,13,14.018742894701944,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.015, 'e': 0.0030275547453758153}",25,16,17.9732025204428,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.015, 'e': 0.0029974300723258286}",25,15,18.86322319788642,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.015, 'e': 0.002967605144780944}",25,17,16.884337954378076,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.015, 'e': 0.0029380769802235503}",20,3,28.605096882781066,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.015, 'e': 0.002908842625812584}",35,6,45.63877597449835,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.015, 'e': 0.0028798991580882404}",30,13,28.77902666650445,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.015, 'e': 0.0028512436826796323}",20,11,15.646755063745665,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.015, 'e': 0.0028228733340153363}",30,11,31.63173685980388,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.015, 'e': 0.0027947852750368437}",25,19,10.192359354017977,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.015, 'e': 0.002766976696914851}",20,14,13.022956269188242,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.015, 'e': 0.0027394448187683684}",35,22,23.866125787615147,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.015, 'e': 0.0027121868873866434}",35,23,25.24143308860855,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.015, 'e': 0.0026852001769538205}",25,7,29.01729258589561,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.015, 'e': 0.002658481988776367}",30,17,24.536523849708768,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.015, 'e': 0.0026320296510131984}",25,17,14.521545064903611,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.015, 'e': 0.0026058405184084983}",30,11,36.471036193566505,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.015, 'e': 0.00257991197202718}",25,17,15.982555840789184,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.015, 'e': 0.0025542414189929983}",30,13,29.3615154077768,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.015, 'e': 0.0025288262922292556}",30,14,29.229109820822263,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.015, 'e': 0.0025036640502021}",25,4,34.05006740075395,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.015, 'e': 0.0024787521766663585}",30,17,22.019422930375192,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.015, 'e': 0.002454088180413917}",20,10,21.6727504834114,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.015, 'e': 0.0024296695950245953}",35,14,33.07730172340876,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.015, 'e': 0.0024054939786195095}",20,11,17.25280533752517,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.015, 'e': 0.0023815589136168707}",25,0,43.462138217811635,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
605,False,"{'a': 0.015, 'e': 0.002357862006490233}",20,3,28.346181448116273,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.015, 'e': 0.002334400887529133}",20,12,15.661927840928183,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.015, 'e': 0.002311173210602129}",20,14,12.177053049487595,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.015, 'e': 0.0022881766529221693}",25,15,18.437073030773725,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.015, 'e': 0.002265408914814322}",30,12,32.76703801910745,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.015, 'e': 0.002242867719485801}",25,3,34.52939881734639,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.015, 'e': 0.002220550812798294}",20,11,18.40950055596906,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.015, 'e': 0.0021984559630425313}",30,24,11.041162829055356,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.015, 'e': 0.0021765809607151255}",35,19,28.10466667931349,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.015, 'e': 0.002154923618297613}",30,16,23.060793080780833,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.015, 'e': 0.002133481770037708}",20,13,11.716607758951088,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.015, 'e': 0.002112253271732714}",30,16,26.01320627316409,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.015, 'e': 0.0020912360005151103}",30,14,30.82433335304588,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.015, 'e': 0.0020704278546402606}",25,19,13.05580387657676,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.015, 'e': 0.002049826753276235}",25,16,17.13428471928481,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.015, 'e': 0.002029430636295734}",20,3,24.783792135037487,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.015, 'e': 0.0020092374640700602}",25,0,42.30503991683402,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
622,False,"{'a': 0.015, 'e': 0.0019892452172651635}",20,15,10.267241442575248,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.015, 'e': 0.0019694518966397014}",25,19,12.141784642125241,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
624,False,"{'a': 0.015, 'e': 0.0019498555228451206}",20,4,26.870829963686713,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.015, 'e': 0.0019304541362277093}",20,2,26.827393120926594,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.015, 'e': 0.0019112457966326377}",20,11,16.00471796045925,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.015, 'e': 0.001892228583209938}",20,12,15.810800620870152,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
628,False,"{'a': 0.015, 'e': 0.0018734005942224233}",20,12,14.812108545180532,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.015, 'e': 0.0018547599468555032}",30,18,22.504352477923078,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.015, 'e': 0.0018363047770289071}",30,18,25.13104260701972,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
631,False,"{'a': 0.015, 'e': 0.0018180332392102713}",30,18,21.342681255222487,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.015, 'e': 0.0017999435062305911}",30,20,18.03394182217298,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.015, 'e': 0.0017820337691014916}",30,0,42.708771823939635,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
634,False,"{'a': 0.015, 'e': 0.0017643022368343355}",25,19,12.557227720369884,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
635,False,"{'a': 0.015, 'e': 0.0017467471362611182}",20,10,18.646616862247534,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.015, 'e': 0.0017293667118571557}",30,17,20.564791056414716,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.015, 'e': 0.0017121592255655228}",20,2,29.607011009583584,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.015, 'e': 0.0016951229566232505}",25,15,20.30810439726274,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.015, 'e': 0.0016782562013892464}",25,17,15.347428617787,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.015, 'e': 0.001661557273173934}",30,21,15.130517103707387,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.015, 'e': 0.0016450245020705747}",20,14,12.246978185317898,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.015, 'e': 0.0016286562347882806}",20,12,16.13451991153558,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.015, 'e': 0.0016124508344866836}",20,11,15.324931979663372,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.015, 'e': 0.0015964066806122474}",20,0,26.208334718209738,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
645,False,"{'a': 0.015, 'e': 0.001580522168736217}",30,17,26.19132859900888,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
646,False,"{'a': 0.015, 'e': 0.0015647957103941666}",25,16,16.024807260050316,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.015, 'e': 0.0015492257329271562}",20,3,29.789471805171516,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.015, 'e': 0.001533810679324463}",25,10,21.875874026598833,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.015, 'e': 0.0015185490080678835}",20,8,20.34788152988362,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.015, 'e': 0.0015034391929775724}",20,13,14.356352937204505,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.015, 'e': 0.0014884797230594294}",25,4,36.517699544680724,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.015, 'e': 0.0014736691023539948}",20,8,23.88131340840965,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.015, 'e': 0.0014590058497868585}",25,8,28.330606976257627,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.015, 'e': 0.0014444884990205433}",30,19,21.98138137066483,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.015, 'e': 0.0014301155983078744}",20,6,25.51197140886841,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.015, 'e': 0.0014158857103468022}",30,16,28.853533187484643,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.015, 'e': 0.0014017974121366744}",25,20,10.364294867881954,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.015, 'e': 0.001387849294835929}",20,9,17.704703966430987,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.015, 'e': 0.0013740399636212118}",20,3,24.91507897283827,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.015, 'e': 0.0013603680375478928}",20,6,24.7406651283469,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
661,False,"{'a': 0.015, 'e': 0.0013468321494119735}",25,15,17.3266816827983,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.015, 'e': 0.0013334309456133593}",30,13,31.20933108159181,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.015, 'e': 0.0013201630860205026}",20,13,13.787058685555284,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.015, 'e': 0.0013070272438363863}",25,5,34.11174385904928,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
665,False,"{'a': 0.015, 'e': 0.001294022105465848}",25,19,10.737632116624852,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.015, 'e': 0.0012811463703842113}",35,13,30.739343964303234,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
667,False,"{'a': 0.015, 'e': 0.0012683987510072388}",20,7,17.48461627168848,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.015, 'e': 0.0012557779725623694}",20,12,17.006789177626946,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.015, 'e': 0.0012432827729612404}",25,14,19.257043159499293,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.015, 'e': 0.001230911902673481}",30,21,15.753058605715882,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.015, 'e': 0.0012186641246017523}",25,18,14.2268252916423,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.015, 'e': 0.0012065382139580404}",25,13,25.367701204030222,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.015, 'e': 0.0011945329581411752}",25,6,35.95340613489665,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.015, 'e': 0.0011826471566155727}",20,1,24.62222017667495,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.015, 'e': 0.0011708796207911744}",25,15,20.690781393875685,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
